param_set,exp_reg_weight,knn_k,idw_power,MAPE_24,MAPE_36,MAPE_48,MAE_24,MAE_36,MAE_48,RMSE_24,RMSE_36,RMSE_48
"(1.5, 12, 1.55)",1.5,12,1.55,0.44518237230613733,0.39597413271230747,0.35148194282627243,32260.451449586108,33251.95246106438,32152.51602106563,40344.85610525925,43490.597562163864,43662.05788890146
"(1.5, 12, 1.6)",1.5,12,1.6,0.44609180625615874,0.3973212100327266,0.352968121446945,32384.726000604714,33434.78908342253,32333.18740287911,40563.76843444028,43765.03665722131,43960.925627594246
"(1.5, 12, 1.65)",1.5,12,1.65,0.44701389656793733,0.39862652437145607,0.3544355921216775,32508.6084195762,33611.141358166824,32510.960057139873,40778.78465760022,44035.300556327486,44256.21136014875
"(1.5, 12, 1.7)",1.5,12,1.7,0.4479333826687145,0.399895346175429,0.3559139729468401,32631.320733507928,33782.639519503304,32686.951167833176,40989.035592989014,44300.28645271847,44546.63862377808
"(1.5, 12, 1.75)",1.5,12,1.75,0.44881451833818875,0.4011282253901083,0.3573818746044918,32747.608600846543,33947.51977932071,32867.93928155697,41193.84312372439,44559.11432057839,44831.164713158156
"(1.5, 12, 1.8)",1.5,12,1.8,0.44966904920122097,0.4023060236666387,0.35882075342600944,32858.077276745375,34103.74027272794,33047.943269706426,41392.70114308699,44811.108696668176,45108.96696557105
"(1.5, 12, 1.85)",1.5,12,1.85,0.45047977103699255,0.4034614434352046,0.36023632325857935,32962.21759409507,34254.36051025536,33226.280230485856,41585.25464654951,45055.77695045872,45379.423403017616
"(1.5, 12, 1.9)",1.5,12,1.9,0.45125406762443526,0.40464165572233524,0.3616212146955597,33060.84176997021,34403.064094190304,33399.55281333507,41771.2784201926,45292.78594053244,45642.0901007885
"(1.5, 12, 1.95)",1.5,12,1.95,0.4519864806250424,0.4057880803259323,0.3629563889563431,33153.629914187244,34545.668808610455,33565.226748132656,41950.656410933785,45521.938571479564,45896.67726382654
"(1.5, 12, 2.0)",1.5,12,2.0,0.45269742808905206,0.40689842566264944,0.36423167543100765,33242.74572596822,34682.887455246586,33722.38756222472,42123.36251852824,45743.151360120784,46143.02553212039
"(1.0, 2, 0.0)",1.0,2,0.0,0.4272117543764299,0.39407127740382963,0.35266875060295894,31700.072756547714,34030.36296110095,33152.99345121723,39761.84346736655,43438.03946565701,43189.02822910875
"(1.0, 2, 0.05)",1.0,2,0.05,0.42693622631680733,0.3934964793161012,0.3522750254504805,31646.43768138996,33936.414860064266,33078.10001494161,39716.058538376325,43383.07289961504,43134.44391122933
"(1.0, 2, 0.1)",1.0,2,0.1,0.42675925823646627,0.393039326765576,0.35192570612814544,31603.60654346801,33856.114758019634,33005.52554695627,39681.82023987472,43341.70636034391,43093.168748487726
"(1.0, 2, 0.15)",1.0,2,0.15,0.4266082459139279,0.39290013079555813,0.35161187764305324,31561.72386651357,33804.68751652257,32934.69953928243,39659.586646205,43314.52569795559,43065.840826787215
"(1.0, 2, 0.2)",1.0,2,0.2,0.4265255430214192,0.39281627180991996,0.35141600575187576,31527.089808958914,33757.953007521726,32877.906167048364,39649.53088437148,43301.79307592074,43052.80141726888
"(1.0, 2, 0.25)",1.0,2,0.25,0.4265761390442869,0.3927760116312537,0.35155951618018394,31513.759780054934,33716.951035588645,32859.688402088985,39651.52504136277,43303.42571016705,43054.06690739121
"(1.0, 2, 0.3)",1.0,2,0.3,0.4266666804558593,0.39283211565419995,0.3518083243689719,31505.839746841073,33696.18865768674,32856.885449648566,39665.147017581796,43319.00032489166,43069.32542805356
"(1.0, 2, 0.35)",1.0,2,0.35,0.42691863254521156,0.39302884366848223,0.35211337568712436,31522.424739460424,33694.239774121656,32859.85354376748,39689.70969486076,43347.78300495975,43097.95886169519
"(1.0, 2, 0.4)",1.0,2,0.4,0.4272497192162833,0.3933179399150547,0.352472812612597,31549.51552664418,33704.344279124765,32868.91022543008,39724.30833608634,43388.78020890518,43139.086781432066
"(1.0, 2, 0.45)",1.0,2,0.45,0.4276236525672708,0.39369661098408903,0.35293949607884123,31579.217704561725,33724.41656831884,32891.28563718627,39767.87966878736,43440.803831167905,43191.62568455607
"(1.0, 2, 0.5)",1.0,2,0.5,0.4280858983894122,0.3942214334270443,0.3534326010578809,31618.323811747094,33761.39015291199,32916.25069329406,39819.265145488214,43502.541981652386,43254.35536731845
"(1.0, 2, 0.55)",1.0,2,0.55,0.4286687756667936,0.3948988772620829,0.3539417011510909,31673.146007609314,33826.49362529766,32943.891012054555,39877.27143346648,43572.62763716445,43325.98456187358
"(1.0, 2, 0.6)",1.0,2,0.6,0.42925241321259255,0.3955809213334399,0.3544572499373844,31728.40764535684,33891.52105717274,32972.05814652748,39940.72285717391,43649.69908280106,43405.209606607124
"(1.0, 2, 0.65)",1.0,2,0.65,0.429835266445008,0.3962759931879701,0.354977015920193,31781.915929294377,33957.09374565813,33000.542116209705,40008.50269021847,43732.44843473674,43490.76225869489
"(1.0, 2, 0.7)",1.0,2,0.7,0.4304224772657002,0.3969593001702914,0.35553078434010243,31833.937843356456,34020.25611867829,33034.79475959397,40079.58229970214,43819.656879447444,43581.44510719507
"(1.0, 2, 0.75)",1.0,2,0.75,0.43099653876145005,0.3976416293803062,0.3561393401811104,31884.28243212172,34085.26120502964,33080.336005536534,40153.03880156606,43910.21714003977,43676.15493785344
"(1.0, 2, 0.8)",1.0,2,0.8,0.4315517147957769,0.39833412100487375,0.3567452525214104,31932.210916029453,34155.06880648195,33125.47503115008,40228.06293671348,44003.1449006682,43773.89563362193
"(1.0, 2, 0.85)",1.0,2,0.85,0.43209376214518214,0.39900561366292797,0.3573824822056798,31979.55912195249,34221.83786167992,33174.96597055244,40303.959352586455,44097.581503518,43873.782783011666
"(1.0, 2, 0.9)",1.0,2,0.9,0.43263267233243435,0.3997017505043733,0.3580050539682857,32025.83982103413,34291.57786325983,33222.89605182955,40380.14150643539,44192.79031822339,43975.042254755484
"(1.0, 2, 0.95)",1.0,2,0.95,0.4331487402950259,0.40038334625588884,0.3586347698491874,32069.486237389472,34360.29179133395,33272.29151041893,40456.12315851606,44288.1489483297,44077.004765146026
"(1.0, 2, 1.0)",1.0,2,1.0,0.4336418602559323,0.4010412734799328,0.35928464801389365,32110.562822577864,34425.73548937669,33326.8405368075,40531.50804193759,44383.139044685304,44179.09807901517
"(1.0, 2, 1.05)",1.0,2,1.05,0.4341162906137542,0.40167440809953947,0.35991450773141576,32149.81423945859,34487.9720462015,33379.17281439788,40605.978887325546,44477.33506075986,44280.838066937446
"(1.0, 2, 1.1)",1.0,2,1.1,0.43457801021418724,0.4022843410921107,0.3605423484704913,32189.070670727328,34547.277737414675,33433.029067216754,40679.28660924905,44570.39288335356,44381.81946196311
"(1.0, 2, 1.15)",1.0,2,1.15,0.43503568886923877,0.4028721968155642,0.3611787590694903,32228.123819546006,34603.86608683943,33491.31519096406,40751.240157645785,44662.038939648926,44481.70685194871
"(1.0, 2, 1.2)",1.0,2,1.2,0.43549283872106354,0.4034365762907594,0.3618159517063635,32266.851689171483,34657.649299807184,33550.250325640256,40821.697308143004,44752.060127613055,44580.22621497136
"(1.0, 2, 1.25)",1.0,2,1.25,0.4359671306695958,0.4039781325305546,0.36243597733640187,32307.57358403189,34708.76942738584,33607.30730689067,40890.55650381581,44840.29473576542,44677.157147365964
"(1.0, 2, 1.3)",1.0,2,1.3,0.43642137344063886,0.40449757904088746,0.3630479406470351,32346.287949203113,34757.36759911943,33664.17785820088,40957.74975525258,44926.62439770625,44772.325832470415
"(1.0, 2, 1.35)",1.0,2,1.35,0.4368563935991839,0.404995671637157,0.36364117122593265,32383.11060747227,34803.58232462809,33719.0994774919,41023.23654229983,45010.96705226989,44865.598738210116
"(1.0, 2, 1.4)",1.0,2,1.4,0.4372730226104319,0.4054731935075802,0.3642149382282093,32418.15354511982,34847.54822994091,33771.81032381177,41086.99862728454,45093.2708385914,44956.87700005318
"(1.0, 2, 1.45)",1.0,2,1.45,0.43767545914789807,0.4059315014351153,0.36477592437890216,32451.70658613788,34889.414452627054,33822.78825090011,41149.03567590965,45173.508835988294,45046.09143231182
"(1.0, 2, 1.5)",1.0,2,1.5,0.4380678882497735,0.4063745152061128,0.3653158734535491,32484.054514264215,34929.41313290817,33871.60800429138,41209.361580878656,45251.67455320176,45133.198107806806
"(1.0, 2, 1.55)",1.0,2,1.55,0.43844420263104056,0.4067998485754127,0.36583801788231707,32514.921249160852,34967.565983686436,33918.68716057514,41268.001389301746,45327.77807439841,45218.174448536316
"(1.0, 2, 1.6)",1.0,2,1.6,0.4388051740133382,0.40721835151387664,0.3663420385203143,32544.398585984723,35005.11038275658,33964.12637853355,41324.98874448617,45401.84277648454,45301.01577505169
"(1.0, 2, 1.65)",1.0,2,1.65,0.4391515483200747,0.4076287755757095,0.3668352814227011,32572.572945149994,35042.46609308939,34008.606017458456,41380.36376354608,45473.90254123534,45381.73226792145
"(1.0, 2, 1.7)",1.0,2,1.7,0.43948705423662915,0.40802433174883107,0.3673096862020813,32599.74655674242,35078.41468316363,34051.309761638884,41434.17128303084,45543.9993950016,45460.34630002167
"(1.0, 2, 1.75)",1.0,2,1.75,0.43981348023814204,0.4084088246634986,0.367766550039322,32626.07456875923,35113.276088355706,34092.40541525897,41486.459414742756,45612.181517515084,45536.89010303499
"(1.0, 2, 1.8)",1.0,2,1.8,0.4401281054796525,0.4087907871016723,0.36820551250368516,32651.38106009823,35147.6647031874,34131.82028422131,41537.27836276651,45678.501569193904,45611.40373539151
"(1.0, 2, 1.85)",1.0,2,1.85,0.4404347334022588,0.40916708731449364,0.36862733308720946,32676.585590964685,35180.95526493987,34169.640601168416,41586.67946037931,45743.015293230645,45683.93332202175
"(1.0, 2, 1.9)",1.0,2,1.9,0.44073035364556434,0.40952858755171784,0.36903275276628433,32700.938277146633,35212.87619942116,34205.94844506416,41634.71439200231,45805.780354657654,45754.52953885538
"(1.0, 2, 1.95)",1.0,2,1.95,0.44101535956952365,0.4098757753187252,0.3694224917223464,32724.411974924693,35243.499580609496,34240.82179952524,41681.43457080607,45866.85538361884,45823.24631714042
"(1.0, 2, 2.0)",1.0,2,2.0,0.4412900224476403,0.41020934083736965,0.3697980205701878,32747.036880337062,35272.9003653712,34274.44977874199,41726.89064713769,45926.29919436227,45890.13974450709
"(1.0, 3, 0.0)",1.0,3,0.0,0.42481033677577573,0.39142911683223236,0.3484360313206854,30767.367725692562,33107.25417519522,32204.430459652252,37849.87118778574,41489.494962300705,41137.9389461596
"(1.0, 3, 0.05)",1.0,3,0.05,0.42392074865193996,0.39041697133426545,0.3474439543637704,30697.78462257897,33009.68100822136,32104.682018613752,37763.77746381737,41370.643312761706,41010.453913243226
"(1.0, 3, 0.1)",1.0,3,0.1,0.4230874545172649,0.3895137987923428,0.34656271469156474,30630.960793870618,32922.10923433294,32014.65920408016,37690.895073690226,41267.84730222694,40899.56604476945
"(1.0, 3, 0.15)",1.0,3,0.15,0.4222882267094624,0.388653940514752,0.34573242670207965,30563.966029758314,32835.96567578123,31927.42802789431,37632.16996218594,41182.282689427826,40806.386181936876
"(1.0, 3, 0.2)",1.0,3,0.2,0.42152721165668394,0.3878610262268301,0.34512419194405497,30497.35335533195,32752.70724307408,31862.256045777634,37588.38899665949,41114.93097203962,40731.833693345885
"(1.0, 3, 0.25)",1.0,3,0.25,0.4208173246621253,0.3871312799609982,0.344604718734305,30432.149038720607,32671.58263540584,31806.498322994477,37560.129295839375,41066.52197271272,40676.588655390566
"(1.0, 3, 0.3)",1.0,3,0.3,0.42027503476204187,0.3865557286405175,0.3441499887724432,30383.47810957378,32605.233507638593,31753.511822683526,37547.71231051788,41037.482239683704,40641.04836784108
"(1.0, 3, 0.35)",1.0,3,0.35,0.41990604880743243,0.38607381398330126,0.34384246952976666,30354.496348085395,32545.976512718673,31709.067105939357,37551.168755861305,41027.8958469078,40625.29367468441
"(1.0, 3, 0.4)",1.0,3,0.4,0.419666783445391,0.38571148675160905,0.34358085500678354,30342.16026360559,32494.238747667707,31666.50445446479,37570.22016742271,41037.483881427856,40629.07074384857
"(1.0, 3, 0.45)",1.0,3,0.45,0.4196411893433443,0.3855883396886978,0.34337317555703983,30354.760612362406,32469.747026385216,31627.70960493119,37604.281098154446,41065.607037783906,40651.79262539449
"(1.0, 3, 0.5)",1.0,3,0.5,0.41982585154961677,0.3856485197132232,0.3432187693373595,30385.779049168963,32472.58588309558,31592.76057289709,37652.48301255106,41111.29251076869,40692.562135396605
"(1.0, 3, 0.55)",1.0,3,0.55,0.4200915659082184,0.3858383464287789,0.343176009129656,30425.576862952825,32498.4180374379,31569.05416206245,37713.717491467374,41173.28258117467,40750.21412942452
"(1.0, 3, 0.6)",1.0,3,0.6,0.42042397177363044,0.3861435519912725,0.3433608265777215,30476.314573096646,32540.975141493625,31584.09135551021,37786.69339632971,41250.09899604753,40823.37210704429
"(1.0, 3, 0.65)",1.0,3,0.65,0.42084036736787456,0.38660982708996877,0.3436585680384702,30540.10069905863,32611.44259476076,31616.767621915962,37870.0009430512,41340.11534391794,40910.51224518033
"(1.0, 3, 0.7)",1.0,3,0.7,0.4214221694774457,0.38716543126379277,0.34406617430264785,30623.39718405463,32691.196657191358,31660.893609017272,37962.17551494583,41441.62947043164,41010.027771252506
"(1.0, 3, 0.75)",1.0,3,0.75,0.42201154987939227,0.38772554148210575,0.3445603055863229,30705.19352552909,32768.86983660021,31713.955920519365,38061.75527925086,41552.92932774654,41120.28782221168
"(1.0, 3, 0.8)",1.0,3,0.8,0.4225999163263989,0.38832760441779035,0.34514366459373724,30784.60546051021,32846.732411222416,31776.171095742884,38167.32869363691,41672.34786961849,41239.68696689872
"(1.0, 3, 0.85)",1.0,3,0.85,0.4231817191429722,0.3889620966537411,0.34576280614330845,30861.17089340729,32929.12825481133,31840.12547552285,38277.57015731087,41798.30498491707,41366.683708580786
"(1.0, 3, 0.9)",1.0,3,0.9,0.4237824224357146,0.38963824454556834,0.34644314319617353,30937.99524716347,33018.41005759071,31911.166709494028,38391.26388866282,41929.33646910911,41499.82803325778
"(1.0, 3, 0.95)",1.0,3,0.95,0.42437234380769,0.39032797646248457,0.34713195465788144,31011.915943041975,33105.74387407455,31981.335420961717,38507.31735606574,42064.11140267154,41637.779207787156
"(1.0, 3, 1.0)",1.0,3,1.0,0.42499274417138766,0.39105987264753317,0.34784028454336047,31084.417645865098,33195.775867451484,32050.864758703196,38624.76623000142,42201.44001770932,41779.31557518955
"(1.0, 3, 1.05)",1.0,3,1.05,0.42560590860282294,0.39179084039652035,0.3485538877724425,31153.6768906483,33284.85848798352,32119.38157444515,38742.77298049077,42340.27431910471,41923.33818871871
"(1.0, 3, 1.1)",1.0,3,1.1,0.42619485462698964,0.39251986162697083,0.3492916657933244,31219.17675653689,33371.5369619091,32189.822583287947,38860.621081133584,42479.703566838296,42068.86995056931
"(1.0, 3, 1.15)",1.0,3,1.15,0.4267594083046234,0.3932267083395803,0.35004953559500407,31281.016367764194,33454.09902863939,32263.26329101224,38977.70645582581,42618.94639029624,42215.05162694979
"(1.0, 3, 1.2)",1.0,3,1.2,0.4272996389706957,0.39393633873987516,0.3508131551933766,31339.316282502394,33533.91574992624,32337.587629889196,39093.52743194241,42757.34091733963,42361.13579988261
"(1.0, 3, 1.25)",1.0,3,1.25,0.42781581268742164,0.39462971393307583,0.351586498359589,31394.21266769799,33610.220822603405,32412.861273125083,39207.67411490563,42894.33393567638,42506.47954103721
"(1.0, 3, 1.3)",1.0,3,1.3,0.42834488923618075,0.3953018121467816,0.35235979984518134,31447.67317349521,33683.420946458195,32490.739096192236,39319.81780722059,43029.469797202706,42650.53637340275
"(1.0, 3, 1.35)",1.0,3,1.35,0.4288715851440633,0.39594654150805686,0.3531160670285571,31499.55316799551,33752.60560913709,32567.91562112352,39429.70086917997,43162.37953689978,42792.84792212015
"(1.0, 3, 1.4)",1.0,3,1.4,0.4293780499818327,0.39658206335932583,0.3538478572075852,31548.689390990075,33819.14189269704,32641.714260263056,39537.12725368142,43292.7705016377,42933.03553702389
"(1.0, 3, 1.45)",1.0,3,1.45,0.4298659388970306,0.3972069680213076,0.3545971336922359,31595.657928431745,33885.71502900672,32717.972478101,39641.95383323241,43420.416659846655,43070.79208509861
"(1.0, 3, 1.5)",1.0,3,1.5,0.4303525220430108,0.39782354746066173,0.3553473497231715,31641.915936864934,33951.956841909894,32794.255996884734,39744.082561341325,43545.14967832477,43205.87405110611
"(1.0, 3, 1.55)",1.0,3,1.55,0.43083905783993737,0.39846473826963186,0.3560854453949138,31689.945533001155,34021.136486358664,32870.5499724765,39843.45346244228,43666.85079661974,43338.094041410586
"(1.0, 3, 1.6)",1.0,3,1.6,0.4313090545842636,0.39909177234273924,0.35681322141638333,31736.415530086688,34088.581316526885,32946.559042016495,39940.038415705916,43785.44349376242,43467.31375414408
"(1.0, 3, 1.65)",1.0,3,1.65,0.4317767902066221,0.3996995398243321,0.35752127262938427,31781.86038303671,34153.68708777192,33019.83037540206,40033.83568213955,43900.88692015449,43593.43745475351
"(1.0, 3, 1.7)",1.0,3,1.7,0.43222230409898144,0.4002874436974893,0.3582064359910812,31824.875018183277,34216.440028120895,33090.26142171848,40124.865116720655,44013.17005449212,43716.405977375296
"(1.0, 3, 1.75)",1.0,3,1.75,0.43264657029359566,0.4008517421524373,0.35886539464661915,31865.598419000697,34276.35585696281,33157.76593067262,40213.16400482006,44122.30653856527,43836.19125795244
"(1.0, 3, 1.8)",1.0,3,1.8,0.4330553088944873,0.4013969342199443,0.35950014474021097,31904.733946490753,34333.710802456924,33222.54933217657,40298.78346279406,44228.33013948394,43952.791393611915
"(1.0, 3, 1.85)",1.0,3,1.85,0.43349385727123024,0.4019300489455371,0.3601132685363516,31947.486544553518,34389.14375918365,33284.90653610126,40381.785345028926,44331.290787964994,44066.226213941336
"(1.0, 3, 1.9)",1.0,3,1.9,0.433931678963862,0.4024500710694575,0.36071968460891635,31991.922995523397,34442.85861249452,33346.58032131735,40462.23960307681,44431.25114187856,44176.53334300496
"(1.0, 3, 1.95)",1.0,3,1.95,0.4343601703205934,0.4029536743332859,0.3613080040977567,32034.922124908488,34494.52857823034,33406.896989850866,40540.222046321505,44528.28362574686,44283.76472589247
